,author,statement,source,date,target
879,Sophie Austin,"Says the ""only valid reason to oppose voter ID is that you plan to cheat,"" and ""every Democrat in Congress opposes voter ID.""",Facebook posts,"June 21, 2019",barely-true
880,Stefanie Pousoulides,"""Well, I got 52% (of women voters). And I will tell you — in my opinion I might have won women. ... Hey, Hillary Clinton focused on women, and I did phenomenally well.""",Donald Trump,"June 20, 2019",barely-true
881,Amy Sherman,"""Why should you get a break for racehorses and not get a break for child care?""",Joe Biden,"June 19, 2019",barely-true
882,Ciara O'Rourke,"Says Ayn Rand said, ""The question isn’t who is going to let me; it’s who is going to stop me.""",Viral image,"June 19, 2019",barely-true
883,Kiannah Sepeda-Miller,"""There are parts of I-80 near Joliet that school buses are not allowed to cross because of the fragile nature of a bridge.""",Jim Durkin,"June 16, 2019",barely-true
884,Madlin Mekelburg,"""Turns out the critics of the Texas maternal mortality rate were just lying. It’s less than half of what the critics said. It’s about 1/10 of 1%.""",Greg Abbott,"June 11, 2019",barely-true
885,Madlin Mekelburg,"""For more than a year, I have been saying that it’s time for Congress to act and begin impeachment proceedings.""",Beto O'Rourke,"June 10, 2019",barely-true
886,Elizabeth Thompson,"Said Sen. Thom Tillis ""co-sponsored a bill that not only provided amnesty, but provided a clear path to citizenship for illegal immigrants.""",Garland Tucker,"June 5, 2019",barely-true
887,Jon Greenberg,"""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns.""",Barack Obama,"June 4, 2019",barely-true
888,Madlin Mekelburg,"More than 100,000 people are waiting for public housing in Houston and people who are in the country illegally are taking their spaces.",Ben Carson,"May 30, 2019",barely-true
889,Samantha Putterman,Says a photo depicts a teacher and student with guns guarding a Delaware high school in 1973 after a shooting threat.,Viral image,"May 23, 2019",barely-true
890,Samantha Putterman,"Says North Carolina banned and criminalized ""Islamic Sharia Law""",Facebook posts,"May 23, 2019",barely-true
891,Louis Jacobson,"""In America today, women on average are paid 80 cents on the dollar of what men are paid for the same work.""",Kamala Harris,"May 23, 2019",barely-true
892,Shefali Luthra,"""Drug prices are coming down, first time in 51 years because of my administration.""",Donald Trump,"May 22, 2019",barely-true
893,Louis Jacobson,"Says Joe Biden ""deserted you. … I guess he was born here, but he left you, folks. He left you for another state.""",Donald Trump,"May 21, 2019",barely-true
894,Miriam Valverde,"In Florida, ""it’s illegal for mayors to even bring up gun reform for discussion.""",Wayne Messam,"May 20, 2019",barely-true
895,Warren Fiske,"In Virginia, ""the woman has the right to talk to the doctor who’s going to perform the abortion and (Democrats) wanted to strip that out.""",Bob Thomas,"May 17, 2019",barely-true
896,Kiannah Sepeda-Miller,"""In states that have legalized (recreational marijuana), you see steady decreases in youth use if you do it right.""",Kelly Cassidy,"May 12, 2019",barely-true
897,Allie Morris,"Says he met a teacher in Dallas ""who was only in his third year of teaching and already making more than $90,000 a year in salary.""",Greg Abbott,"May 10, 2019",barely-true
898,Yanqi Xu,"""Nowadays, there is more regulation over toy guns than real ones.""",Cory Booker,"May 10, 2019",barely-true
899,Amy Sherman,"Democrats ""don’t want money"" to go to the Florida Panhandle for Hurricane Michael aid",Donald Trump,"May 9, 2019",barely-true
900,Paul Specht,"Says he ""cast the deciding vote"" to override a vetoed ‘born alive’ bill",Dan Bishop,"May 9, 2019",barely-true
901,Miriam Valverde,"""60 million Americans live in a place where the water they drink is unsafe.""",Beto O'Rourke,"May 7, 2019",barely-true
902,D.L. Davis,"""We have been losing to China for many years, $500 billion a year.",Donald Trump,"April 30, 2019",barely-true
903,Warren Fiske,"State Sen. Emmett Hanger ""has voted for the three largest tax increases - proposed tax increases - in Virginia history.""",Tina Freitas,"April 30, 2019",barely-true
904,D.L. Davis,"""Our road conditions cost WI families. In Milwaukee, the average cost per driver is $2,300.""",LaTonya Johnson,"April 26, 2019",barely-true
905,Tom Kertscher,"Says he has ""more executive experience than the vice president.""",Pete Buttigieg,"April 24, 2019",barely-true
906,Kiannah Sepeda-Miller,"""In almost every state with an income tax, wealthy people pay a higher tax rate than the middle class.""",Think Big Illinois,"April 21, 2019",barely-true
907,Jill Terreri,"""Fifty-two counties have average taxes of above the SALT $10,000 cap.""",Andrew Cuomo,"• April 17,",barely-true
908,Miriam Valverde,"Says President Donald Trump's ""effort to roll back regulations means that Big Ag now gets to inspect its own pork"" and ""they decided to stop testing for E. coli.""",Tulsi Gabbard,"April 16, 2019",barely-true
909,Adam Reckamp,"""Missouri still owes $60 million on bonds issued to build the 23-year-old Edward Jones Dome, the former home of the St. Louis Rams.""",Denny Hoskins,"April 16, 2019",barely-true
910,Louis Jacobson,"Says presidents George W. Bush and Barack Obama each tried to get immigration bills passed, but ""it did not work because the other party was unwilling to provide the president and his party a victory.""",Howard Schultz,"April 15, 2019",barely-true
911,Shefali Luthra,"""Drug prices in this country actually came down last year for the first time in 50 years. That’s because Donald Trump’s president.""",Mick Mulvaney,"April 15, 2019",barely-true
912,Kiannah Sepeda-Miller,"Says Chicago’s reduction in teen smoking over the last eight years is the ""largest drop in the United States of America.""",Rahm Emanuel,"April 14, 2019",barely-true
913,Amy Sherman,"Says President Donald Trump ""cut funding from the Justice Department to investigate these domestic terrorist groups, these white supremacist groups.""",Cory Booker,"April 11, 2019",barely-true
914,Colin Meyn,"""The F-35 bombers, scheduled to arrive in Burlington this fall, have been designated with a nuclear mission.""",Rachel Siegel,"April 10, 2019",barely-true
915,Amy Sherman,"Florida ""passed a law where former felons can now vote. We've had more ex-felons register as Republicans than Democrats.""",Jared Kushner,"April 8, 2019",barely-true
916,Garrett Spikes,"""Beginning in the early 1990s, we built barriers in 4 sectors at our southern border. Since each was built, those sectors have seen massive drops in apprehensions of people crossing the border illegally,"" including 90 percent to 95 percent decreases in the Tucson, Yuma, San Diego and El Paso sectors. ​",Shelley Moore Capito,"April 8, 2019",barely-true
917,Mylana Chico,"In the state rankings for ACT test scores, West Virginia ""is 30th. Which states are listed in the bottom? 15 states with charter schools.""",Mike Romano,"April 4, 2019",barely-true
918,John Kruzel,"""When the wind stops blowing, that’s the end of your electric.""",Donald Trump,"April 3, 2019",barely-true
919,D.L. Davis,"Says Milwaukee Mayor Tom Barrett did not want a juvenile facility in Milwaukee, ""has never been to a juvenile facility,"" and ""didn't want it to be done.""",Lena Taylor,"April 2, 2019",barely-true
920,Jon Greenberg,"""Every single (health care) plan that this White House has ever put forward since Donald Trump was elected covered pre-existing conditions.""",Mick Mulvaney,"April 1, 2019",barely-true
921,Colin Meyn,"""It is a carbon tax whether it is convenient to say it or not.""",Scott Beck,"March 29, 2019",barely-true
922,Sarah Stanley,"Says Fred Trump was arrested for ""participating in KKK riot"" in 1927.",Facebook posts,"March 28, 2019",barely-true
923,Patrick Downey,"""The catalytic converter used in automobiles was invented in West Virginia.""",Brian Joseph,"March 27, 2019",barely-true
924,Jon Greenberg,"The Trump budget ""cuts $845 billion, almost a trillion dollar cut in Medicare.""",Joe Biden,"March 26, 2019",barely-true
925,Bill McCarthy,"""HR 1 is going to take your hard-earned tax dollars and millions more and send them to (a political candidate’s) campaign so (they) can put ads on TV.""",Mark Walker,"March 26, 2019",barely-true
926,Warren Fiske,"During his governorship, Virginia made ""the largest investment ever in K-12 education.""",Terry McAuliffe,"March 26, 2019",barely-true
927,Kiannah Sepeda-Miller,"Says that ""despite the tremendous amounts of money that have gone into it, only 400 family (housing) units have been created"" in the last 12 years through Chicago’s Affordable Requirements Ordinance.",Toni Preckwinkle,"March 17, 2019",barely-true
928,Madlin Mekelburg,"Says Beto O'Rourke's ""father-in-law, a billionaire real estate developer who bankrolled a Super PAC to buy Beto a congressional seat…""",Club for Growth,"March 14, 2019",barely-true
929,Samantha Putterman,"Says Thomas Jefferson drafted the Declaration of Independence on hemp paper, grew and smoked marijuana, and said ""hemp is of first necessity to the wealth and protection of the country.""",Facebook posts,"March 13, 2019",barely-true
930,Eric Litke,"In-state tuition available ""for non-U.S. citizens after three years … veterans have to wait five years.""",Wisconsin Assembly Republicans,"March 13, 2019",barely-true
931,Jill Terreri,"""Almost every day another 9/11 survivor or responder dies from a 9/11-related cancer.""",Kirsten Gillibrand,"• March 9,",barely-true
932,Paul Specht,"Says NC absentee voters have ""no way"" to know if ballots are delivered",Mitch McConnell,"March 7, 2019",barely-true
933,Amy Sherman,"""I’ve already traveled to Washington, D.C., and secured a historic commitment from the Trump administration to provide assistance to the communities that Michael battered.""",Ron DeSantis,"March 7, 2019",barely-true
934,Louis Jacobson,"""Tax revenue went up, actually, $14 billion last year after the tax cut actually occurred. We had greater revenue.""",James Lankford,"March 7, 2019",barely-true
935,Kiannah Sepeda-Miller,"Says taxing more services, taxing retirement income and increasing the flat-rate income tax would ""fall disproportionately on the working poor and the middle class.""",JB Pritzker,"March 3, 2019",barely-true
